date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,activeAddresses
2016-04-02,233.037744177,22,11227519.6496,0.002047,30735.0,0.00049,23
2016-04-03,0.489724364005,9,11461399.6416,0.002089,43511.0,0.00061,11
2016-04-04,1278.83692521,28,12093445.534,0.002205,179638.0,0.00151,31
2016-04-05,11209.6493076,16,12610526.9532,0.002299,79658.0,0.00051,18
2016-04-06,3324.50012909,24,11849232.7323,0.00216,30023.0,0.00045,26
2016-04-07,23957.1602617,134,11816975.9387,0.002154,43761.0,0.00158,136
2016-04-08,1331.03092016,10,11828912.7564,0.002156,33986.0,0.00018,11
2016-04-09,789.379137279,50,11982684.3748,0.002184,29154.0,0.00127,52
2016-04-10,46.4217426039,54,11071159.7492,0.002018,128084.0,0.00195,55
2016-04-11,46.8137372355,7,10338169.083,0.001885,26655.0,0.00025,9
2016-04-12,67.7855181031,11,10440196.6954,0.001903,38237.0,0.00048,12
2016-04-13,29.9199459072,11,10288538.8449,0.001876,43097.0,0.00047,12
2016-04-14,58.3537556722,15,10278410.7672,0.001874,23351.0,0.00059,16
2016-04-15,20.4534662577,13,10295305.0426,0.001877,40559.0,0.0007,14
2016-04-16,2.28003401359,17,10305822.2758,0.001879,18872.0,0.00049,19
2016-04-17,54.8404419987,7,10542255.0174,0.001922,14645.0,0.00026,8
2016-04-18,72.196782103,24,10418619.5139,0.001899,24122.0,0.00073,26
2016-04-19,48.1096697364,29,10436542.3012,0.001903,13111.0,0.00062,30
2016-04-20,6050.73633957,34,10576774.0,0.001928,39461.0,0.00084,35
2016-04-21,908.049664635,24,10528367.1932,0.001919,54310.0,0.00064,26
2016-04-22,590.995189524,8,10279842.1523,0.001874,26976.0,0.00038,9
2016-04-23,1369.04855365,2,10515665.6776,0.001917,22819.0,0.00028,3
2016-04-24,,,10567131.9665,0.001926,18230.0,,
2016-04-25,,,10488786.6141,0.001912,55865.0,,
2016-04-26,,,10282593.6998,0.001874,93637.0,,
2016-04-27,1342.23340042,55,9984809.09389,0.00182,31873.0,0.00117,55
2016-04-28,134.312713443,27,10056200.9417,0.001833,44636.0,0.00085,28
2016-04-29,280.689475512,19,10445129.8129,0.001904,11889.0,0.00055,20
2016-04-30,16.7491022047,10,10141433.5378,0.001849,24008.0,0.00024,12
2016-05-01,1.2004658944,6,10156942.3856,0.001852,6884.0,0.00049,7
2016-05-02,16.6923735225,15,10329424.3148,0.001883,19403.0,0.00045,17
2016-05-03,3815.06851704,6,10249891.5639,0.001868,17242.0,0.00018,8
2016-05-04,46000.1687202,45,10212089.5796,0.001862,16615.0,0.00077,47
2016-05-05,39.6928223726,21,10231348.4429,0.001865,12585.0,0.00033,23
2016-05-06,563.498536574,25,10091498.6113,0.00184,8634.0,0.00043,27
2016-05-07,1087.60925955,9,10079304.0568,0.001837,10780.0,0.00023,10
2016-05-08,14.8518401113,18,9952574.6314,0.001814,18197.0,0.00043,20
2016-05-09,207.091038445,15,9851952.01998,0.001796,7597.0,0.00036,16
2016-05-10,23342.6608651,34,9885975.15671,0.001802,22841.0,0.00086,35
2016-05-11,1901.9139359,38,9736322.45409,0.001775,10744.0,0.00055,39
2016-05-12,1745.94197903,22,9860340.66333,0.001797,13568.0,0.00046,23
2016-05-13,12662.6658428,264,9879653.10621,0.001801,33122.0,0.0056,255
2016-05-14,868.757556147,48,9711016.05278,0.00177,5037.0,0.00097,50
2016-05-15,245.844416505,16,9781799.07491,0.001783,6509.0,0.00046,18
2016-05-16,11280.516649,42,9542811.99536,0.00174,18729.0,0.00063,43
2016-05-17,343.340080453,27,9459771.40426,0.001724,14874.0,0.00075,29
2016-05-18,11.5508191449,18,9325600.87668,0.0017,5071.0,0.00032,21
2016-05-19,254.28072467,53,9386280.23359,0.001711,24544.0,0.00094,44
2016-05-20,32.9835766234,26,9136037.75622,0.001665,34740.0,0.00088,31
2016-05-21,316.333661912,44,9051260.80171,0.00165,34693.0,0.00087,45
2016-05-22,274.410766852,33,8965585.15375,0.001634,11344.0,0.00144,36
2016-05-23,26691.6680739,51,8918710.67167,0.001626,15998.0,0.00101,48
2016-05-24,6558.03108055,27,8774110.76119,0.001599,22195.0,0.00079,30
2016-05-25,310.781204369,52,8834735.8129,0.00161,23106.0,0.00341,27
2016-05-26,65.4952894276,68,8509203.69711,0.001551,38921.0,0.00121,54
2016-05-27,198.20825338,30,8126092.13089,0.001481,43506.0,0.0008,27
2016-05-28,18.4076125132,17,7919013.39837,0.001444,50704.0,0.00069,20
2016-05-29,133.744846231,24,8090080.39412,0.001475,51175.0,0.01287,25
2016-05-30,152.216173687,42,8213803.04901,0.001497,15509.0,0.00941,31
2016-05-31,1597.82407045,25,8291928.52884,0.001512,18898.0,0.00084,27
2016-06-01,9141.87537583,26,8460581.8977,0.001542,24848.0,0.00059,29
2016-06-02,136.700756284,33,8372475.7037,0.001526,3798.0,0.0006,21
2016-06-03,740.491949213,40,8292559.05882,0.001512,11139.0,0.00108,42
2016-06-04,1063.71256831,18,8391990.88409,0.00153,13522.0,0.00057,19
2016-06-05,851.967837149,23,8372488.64486,0.001526,7181.0,0.00065,24
2016-06-06,69.3291672719,12,8217712.57888,0.001498,3612.0,0.00032,14
2016-06-07,173.753355884,33,8204150.46237,0.001496,19109.0,0.00065,36
2016-06-08,125.382683943,20,8160455.40681,0.001488,9521.0,0.00049,22
2016-06-09,120.889133821,66,8207455.68746,0.001496,26347.0,0.001,32
2016-06-10,180.901720421,44,8705386.09663,0.001587,7053.0,0.00072,31
2016-06-11,239.416338584,2,8626619.45178,0.001573,16469.0,0.00026,3
2016-06-12,239.003152238,25,8643243.18025,0.001576,42720.0,0.00092,26
2016-06-13,40.0904762067,30,8884694.3754,0.00162,37628.0,0.00081,21
2016-06-14,179.298646132,45,8564854.57355,0.001561,176486.0,0.00099,47
2016-06-15,214.330068523,120,9619516.46043,0.001754,31927.0,0.00172,123
2016-06-16,329.803154243,453,9142822.19803,0.001667,30780.0,0.00522,455
2016-06-17,3780.22628261,990,9450210.28933,0.001723,60976.0,0.01055,977
2016-06-18,215.961611106,592,9309303.75313,0.001697,37093.0,0.00609,596
2016-06-19,4018.97736796,2141,9646089.35227,0.001758,57599.0,0.02184,685
2016-06-20,170.596865073,2090,10068661.5502,0.001835,77260.0,0.02128,683
2016-06-21,37.79833293,1088,9662144.87902,0.001761,124214.0,0.01118,1079
2016-06-22,17199.2859447,2507,9376704.89383,0.001709,70192.0,0.0256,1363
2016-06-23,173.026623069,1242,9001730.12485,0.001641,37747.0,0.01273,1226
2016-06-24,198.751015431,1429,9140268.33483,0.001666,80904.0,0.01481,1417
2016-06-25,107.335974972,1315,9813277.34228,0.001789,52335.0,0.01366,1317
2016-06-26,1659.00138117,1334,9807475.64659,0.001788,394757.0,0.0142,1336
2016-06-27,464.443911647,1383,11081239.5183,0.00202,543934.0,0.01539,1386
2016-06-28,2159.77674478,1443,13961652.9168,0.002545,849604.0,0.01674,1446
2016-06-29,90.6862173103,1459,12875899.7098,0.002347,299766.0,0.01585,1464
2016-06-30,105.304431219,1481,11234095.1862,0.002048,152025.0,0.01554,1468
2016-07-01,1519.00059859,1492,11611129.1455,0.002117,77519.0,0.01524,1490
2016-07-02,99.4172791276,1758,11166039.0147,0.002035,46649.0,0.01795,1760
2016-07-03,97.8686324304,1469,11163068.4959,0.002035,49340.0,0.01498,1471
2016-07-04,75.7295489208,601,10584555.5876,0.001929,99562.0,0.00645,581
2016-07-05,1548.87382273,325,10597595.7753,0.001932,81723.0,0.00449,214
2016-07-06,3449.55018319,359,10252790.3093,0.001869,45332.0,0.00487,256
2016-07-07,1184.29647005,561,10132341.5971,0.001847,71044.0,0.0062,496
2016-07-08,224.837147039,809,9542581.50802,0.00174,63067.0,0.0089,720
2016-07-09,6130.68365168,910,10007865.8832,0.001824,29463.0,0.00951,876
2016-07-10,212.606030616,825,9668694.67225,0.001763,52317.0,0.00852,797
2016-07-11,2809.90585136,1143,10154273.9187,0.001851,73548.0,0.01258,1038
2016-07-12,245.108143906,1077,9966027.7996,0.001817,206642.0,0.01335,1036
2016-07-13,487.279126622,1200,10814122.8466,0.001971,472760.0,0.01286,1081
2016-07-14,463.451589737,1260,11814241.0299,0.002154,208913.0,0.01328,1238
2016-07-15,961.884811062,1554,11184395.6141,0.002039,55698.0,0.0159,1513
2016-07-16,355.325923849,2183,10823751.9984,0.001973,34167.0,0.02216,2174
2016-07-17,898.873712328,4392,10565583.7652,0.001926,40947.0,0.04421,4372
2016-07-18,530.442364898,4387,10568504.1352,0.001927,36209.0,0.04433,4354
2016-07-19,182.499668677,4381,11221646.9237,0.001985,38329.0,0.04423,4295
2016-07-20,522.717777263,4452,10742627.551,0.0019,29104.0,0.04488,4425
2016-07-21,2811.82166738,4664,10632447.1126,0.001881,33817.0,0.04682,4605
2016-07-22,822.966979161,4238,10401654.1667,0.00184,28249.0,0.04272,4233
2016-07-23,4578.98011942,4351,10341114.2193,0.001829,184081.0,0.04613,4344
2016-07-24,278.271947018,4360,11882771.1372,0.002102,365060.0,0.04538,4346
2016-07-25,224.401847927,4808,12856658.0075,0.002274,126331.0,0.04893,4739
2016-07-26,830.724558354,4422,12143117.0253,0.002148,85306.0,0.04498,4359
2016-07-27,1604.50766619,4444,10957360.6701,0.001938,42518.0,0.05538,4364
2016-07-28,90.1479043417,1723,10916423.7675,0.001931,26246.0,0.01769,1715
2016-07-29,81.9679104672,23,11018227.5772,0.001949,20761.0,0.00056,23
2016-07-30,52.5580537898,15,11380049.3196,0.002013,29195.0,0.00059,12
2016-07-31,1482.69623401,13,10965132.119,0.00194,41971.0,0.00049,15
2016-08-01,82.5845817084,60,10827773.7887,0.001915,44883.0,0.00115,34
2016-08-02,23.0446542803,26,10662490.1359,0.001886,68214.0,0.00099,26
2016-08-03,50.0358859572,1127,10020730.6397,0.001773,74611.0,0.01188,979
2016-08-04,166.091326514,2583,10180698.3592,0.001801,29099.0,0.02631,2527
2016-08-05,845.707433616,4521,10623523.8242,0.001879,69207.0,0.04581,4453
2016-08-06,665.620113992,4376,10738260.8896,0.0019,60717.0,0.04412,4377
2016-08-07,827.377327217,4915,11059462.2839,0.001956,18833.0,0.04971,4919
2016-08-08,500.719398209,5090,10670061.9221,0.001887,26338.0,0.0522,5016
2016-08-09,1868.06340506,5381,10451415.6761,0.001849,24533.0,0.05413,5335
2016-08-10,169.205882777,3534,10576733.333,0.001871,34674.0,0.03588,3519
2016-08-11,87.7873029837,33,10682782.2657,0.00189,24310.0,0.00064,35
2016-08-12,27.8499321357,22,10679121.5625,0.001889,75248.0,0.0007,24
2016-08-13,51.7371953503,10,10352712.0839,0.001831,224229.0,0.0012,11
2016-08-14,1708.97089637,22,11544904.795,0.002042,109736.0,0.00104,24
2016-08-15,338.846211036,25,11288912.4165,0.001997,73171.0,0.00083,17
2016-08-16,317.338005811,44,11430972.8006,0.002022,35420.0,0.00084,28
2016-08-17,12.7013638167,12,11399230.7476,0.002016,26694.0,0.00056,13
2016-08-18,10.9763608646,10,11288448.7723,0.001997,19780.0,0.0005,14
2016-08-19,7.68821056906,14,11169793.4834,0.001976,17689.0,0.00063,13
2016-08-20,56.1797368526,18,11136268.1192,0.00197,21147.0,0.00039,18
2016-08-21,0.75653801923,10,10910546.9287,0.00193,17520.0,0.00049,12
2016-08-22,70.8139495237,529,10799847.6655,0.00191,13561.0,0.00589,534
2016-08-23,151.737433142,2220,10876224.4728,0.001924,16207.0,0.0227,2207
2016-08-24,167.02169511,2318,10619339.9936,0.001878,6614.0,0.02342,2322
2016-08-25,191.219590479,2209,10676263.1025,0.001889,10012.0,0.02229,2196
2016-08-26,244.651128072,2353,10494439.3898,0.001856,49643.0,0.02415,2341
2016-08-27,131.347561223,2482,10673977.3319,0.001888,16953.0,0.02501,2485
2016-08-28,114.439589377,2278,10518156.8733,0.001861,47598.0,0.02321,2281
2016-08-29,144.212414325,2388,10284175.723,0.001819,29491.0,0.02425,2393
2016-08-30,280.772973642,2350,10346912.9838,0.00183,16263.0,0.02414,2354
2016-08-31,404.633658159,2381,10458406.2172,0.00185,28165.0,0.02491,2385
2016-09-01,640.673455708,2325,10773502.8839,0.001906,25272.0,0.02375,2316
2016-09-02,123.741262089,2300,10667407.208,0.001887,15997.0,0.02335,2306
2016-09-03,199.549481829,2276,10656604.6898,0.001885,16975.0,0.02298,2278
2016-09-04,293.191640944,2287,10758301.5331,0.001903,36104.0,0.02306,2290
2016-09-05,423.811519059,2611,10977121.4822,0.001942,27785.0,0.02712,2554
2016-09-06,427.846743023,2607,10805983.3558,0.001912,14360.0,0.02651,2598
2016-09-07,461.356562787,1230,10882903.0,0.001925,29307.0,0.01319,1219
2016-09-08,91.8866753772,20,10881097.8897,0.001925,17422.0,0.00073,22
2016-09-09,171.129111648,250,10912434.9752,0.00193,51986.0,0.00306,253
2016-09-10,148.041409603,593,11321272.4188,0.002003,173430.0,0.00686,595
2016-09-11,578.475853865,588,11438962.9486,0.002023,51896.0,0.00621,590
2016-09-12,402.023225514,588,10890122.233,0.001926,25451.0,0.00657,589
2016-09-13,218.06849756,581,10970649.3952,0.001941,62818.0,0.00613,586
2016-09-14,194.121286216,1014,11003181.6526,0.001946,13081.0,0.01064,1017
2016-09-15,589.419616325,2866,11098382.1432,0.001963,555936.0,0.02998,2865
2016-09-16,326.622311098,4251,14039876.611,0.002304,204787.0,0.04336,4253
2016-09-17,750.4476036,4022,12684689.0037,0.002082,39093.0,0.04084,4026
2016-09-18,370.225036009,4261,13169583.0077,0.002162,57508.0,0.04297,4264
2016-09-19,1012.13619307,3584,12728538.2478,0.002089,48729.0,0.03631,3589
2016-09-20,338.582555816,3680,12961017.5439,0.002127,79813.0,0.03748,3681
2016-09-21,195.71293075,2287,12521401.8129,0.002055,53003.0,0.02426,2284
2016-09-22,190.79362897,1541,12700296.7212,0.002085,67088.0,0.01603,1438
2016-09-23,274.95757552,5149,13024445.5574,0.002138,47176.0,0.05187,5147
2016-09-24,473.888089949,5344,12600861.7359,0.002068,75069.0,0.0539,5339
2016-09-25,2786.51378855,5332,13482885.564,0.002213,366417.0,0.05427,5306
2016-09-26,2881.25161109,5167,14982993.2151,0.002459,379360.0,0.05315,5100
2016-09-27,1314.75916,5384,14525044.2181,0.002384,136361.0,0.05508,5373
2016-09-28,2091.31638685,5525,15573137.3846,0.002556,1211050.0,0.05688,5374
2016-09-29,5935.00123436,4236,19106293.7717,0.003136,484615.0,0.04449,4169
2016-09-30,1437.88399808,3035,18382218.5785,0.003017,320074.0,0.03185,3034
2016-10-01,3770.89027581,3449,17297100.1893,0.002839,187694.0,0.03558,3412
2016-10-02,842.860653225,3519,16947130.8448,0.002782,105129.0,0.03597,3522
2016-10-03,3429.12238637,4229,17494945.907,0.002872,83760.0,3.04328,4203
2016-10-04,1065.96895842,3854,16482574.9363,0.002705,100249.0,0.03904,3819
2016-10-05,2093.32527985,33,15780990.9014,0.00259,119902.0,0.0015,21
2016-10-06,19.2547664126,40,15213800.863,0.002497,108291.0,0.0015,27
2016-10-07,225.821990576,29,15198444.8298,0.002306,72283.0,0.00102,25
2016-10-08,1.26228238221,5,15725331.0099,0.002386,36449.0,0.0006,6
2016-10-09,463.749635244,2,15268243.0391,0.002317,167282.0,0.000284,4
2016-10-10,1338.25176916,29,16306486.9992,0.00238,119501.0,0.000862,27
2016-10-11,14.700659449,11,16903362.7898,0.002467,429422.0,0.000756,14
2016-10-12,280.571113742,5,18350430.8631,0.002678,76408.0,0.000376,7
2016-10-13,13.6539990123,8,18065383.8692,0.002637,52851.0,0.00028,10
2016-10-14,271.680006367,17,17372300.7503,0.002536,100389.0,0.00073,20
2016-10-15,18.2364879195,8,16984715.5318,0.002479,14235.0,0.00039,9
2016-10-16,15.1973749226,6,16699926.4938,0.002437,57966.0,0.00013,8
2016-10-17,419.515412613,9,16570025.4072,0.002419,58355.0,0.00048,11
2016-10-18,93.6337261618,59,15686972.768,0.00229,31261.0,0.00258,28
2016-10-19,86.8630219869,7,16363621.4519,0.002388,61624.0,0.00404,8
2016-10-20,806.675177721,27,16002185.3124,0.002336,245923.0,0.00441,30
2016-10-21,36.7099365901,21,18276607.0808,0.002668,184807.0,0.00418,21
2016-10-22,17.7042945573,4,16924531.3295,0.00247,80103.0,0.00373,5
2016-10-23,377.812111314,21,16507213.0312,0.002409,23756.0,0.00179,25
2016-10-24,2.30468549682,20,16713021.9591,0.002439,48913.0,0.00289,21
2016-10-25,245.821276109,24,16927900.5342,0.002471,68368.0,0.00279,25
2016-10-26,278.300286134,14,16155216.7391,0.002358,53832.0,0.00203,16
2016-10-27,349.300320713,35,16014483.67,0.002337,159436.0,0.00224,38
2016-10-28,129.775943742,32,14693559.2076,0.002145,64020.0,0.00178,34
2016-10-29,996.742821695,169,14354173.5105,0.002095,201667.0,0.00344,64
2016-10-30,319.618238929,13,13458906.0329,0.001964,80875.0,0.00153,15
2016-10-31,107.100421065,24,14519131.2438,0.002119,88239.0,0.00133,17
2016-11-01,17.0576859483,34,14308740.6559,0.002088,39128.0,0.00174,12
2016-11-02,53.6995772856,7,13546399.1137,0.001977,43064.0,0.00161,8
2016-11-03,17.9556579866,8,13801879.3781,0.002014,54324.0,0.00205,10
2016-11-04,17.6644658831,7,13641591.9735,0.001991,18107.0,0.00058,9
2016-11-05,21.1003025873,5,13722922.6779,0.002003,11174.0,0.00131,6
2016-11-06,9.63872909774,5,13848848.3384,0.002021,58461.0,0.00366,6
2016-11-07,53.2334502647,10,13489377.3989,0.001969,34635.0,0.00103,12
2016-11-08,1045.31399765,6,13791081.2447,0.002013,30553.0,0.00097,9
2016-11-09,40.6056158263,5,13662433.0681,0.001994,44284.0,0.00312,6
2016-11-10,4.63050710357,2,13482841.7495,0.001968,36825.0,0.0012,3
